PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,ProductCategory,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
22,39,PO-2026-0039,2061,Mixing Bowl,General,1,,174.19,174.19,Pending,2026-03-19,,Supplier SKU: WOR-2061,system,2026-02-15 21:37:47
23,43,PO-2025-0043,1522,SummitClimber Backpack,General,46,46.0,186.43,8575.78,Received,2026-01-12,2026-01-12,Supplier SKU: WOR-1522,system,2025-12-15 21:37:47
24,43,PO-2025-0043,1572,MountainDream Sleeping Bag,General,46,46.0,164.41,7562.86,Received,2026-01-12,2026-01-12,Supplier SKU: WOR-1572,system,2025-12-15 21:37:47
25,43,PO-2025-0043,3013,Beginner's Choice Alpine Skis - 160cm,General,186,186.0,133.07,24751.02,Received,2026-01-12,2026-01-12,Supplier SKU: WOR-3013,system,2025-12-15 21:37:47
26,47,PO-2025-0047,1572,MountainDream Sleeping Bag,General,79,79.0,164.41,12988.39,Received,2026-01-18,2026-01-20,Supplier SKU: WOR-1572,system,2025-12-17 21:37:47
27,47,PO-2025-0047,3013,Beginner's Choice Alpine Skis - 160cm,General,244,244.0,133.07,32469.08,Received,2026-01-18,2026-01-20,Supplier SKU: WOR-3013,system,2025-12-17 21:37:47
28,47,PO-2025-0047,2111,High-Speed Blender,General,226,226.0,193.05,43629.3,Received,2026-01-18,2026-01-20,Supplier SKU: WOR-2111,system,2025-12-17 21:37:47
29,47,PO-2025-0047,2101,Measuring Cup Set,General,24,24.0,279.48,6707.52,Received,2026-01-18,2026-01-20,Supplier SKU: WOR-2101,system,2025-12-17 21:37:47
30,49,PO-2026-0049,2071,Baking Pan,General,1,1.0,40.49,40.49,Received,2026-01-31,2026-02-02,Supplier SKU: WOR-2071,system,2026-01-02 21:37:47
31,49,PO-2026-0049,3102,Winter Hiking Boots - Waterproof,General,57,57.0,343.06,19554.42,Received,2026-01-31,2026-02-02,Supplier SKU: WOR-3102,system,2026-01-02 21:37:47
