TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
11,3102,Winter Hiking Boots - Waterproof,General,Regional,Sale,2026-01-30 00:00:00,-41,343.06,-14065.46,SO-10765,Customer Sale,97,56,warehouse2,Transaction processed for Regional location,system,2026-01-30 00:00:00
12,3061,Professional Ski Helmet,General,Regional,Receipt,2026-01-26 00:00:00,30,97.83,2934.89,PO-1950,Purchase Order Receipt,47,77,system,Transaction processed for Regional location,system,2026-01-26 00:00:00
13,2091,Spatula,General,Main,Sale,2026-01-27 00:00:00,-34,376.27,-12793.18,SO-68018,Customer Sale,648,614,system,Transaction processed for Main location,system,2026-01-27 00:00:00
14,3102,Winter Hiking Boots - Waterproof,General,Regional,Sale,2026-02-10 00:00:00,-46,343.06,-15780.76,SO-80713,Customer Sale,122,76,warehouse1,Transaction processed for Regional location,system,2026-02-10 00:00:00
15,3104,Ski Tuning Bench - Portable,General,Main,Sale,2026-01-14 00:00:00,-16,187.79,-3004.64,SO-57563,Customer Sale,101,85,warehouse2,Transaction processed for Main location,system,2026-01-14 00:00:00
16,2091,Spatula,General,Main,Transfer,2026-01-04 00:00:00,-29,376.27,-10911.83,TRF-5846,Warehouse Transfer,683,654,warehouse2,Transaction processed for Main location,system,2026-01-04 00:00:00
17,3081,All-Temp Ski Wax Kit,General,Backup,Transfer,2025-12-16 00:00:00,-44,208.66,-9181.04,TRF-4955,Warehouse Transfer,19,-25,warehouse1,Transaction processed for Backup location,system,2025-12-16 00:00:00
18,3011,Alpine Pro Racing Skis - 170cm,General,Main,Transfer,2026-02-12 00:00:00,-8,248.9,-1991.2,TRF-5976,Warehouse Transfer,178,170,warehouse1,Transaction processed for Main location,system,2026-02-12 00:00:00
19,3013,Beginner's Choice Alpine Skis - 160cm,General,Main,Receipt,2025-12-25 00:00:00,116,134.54,15607.08,PO-6552,Purchase Order Receipt,271,387,warehouse1,Transaction processed for Main location,system,2025-12-25 00:00:00
20,3091,Freestyle Snowboard - 155cm,General,Regional,Sale,2026-02-26 00:00:00,-27,256.45,-6924.15,SO-10254,Customer Sale,92,65,system,Transaction processed for Regional location,system,2026-02-26 00:00:00
21,1551,BaseCamp Folding Table,General,Backup,Adjustment,2026-02-06 00:00:00,-7,244.97,-1714.79,ADJ-21,Cycle Count,109,102,system,Transaction processed for Backup location,system,2026-02-06 00:00:00
22,3022,Backcountry Explorer XC Skis - 190cm,General,Backup,Adjustment,2026-02-10 00:00:00,20,70.19,1403.8,ADJ-22,Physical Count,23,43,system,Transaction processed for Backup location,system,2026-02-10 00:00:00
23,3071,Ski Boot Bag - Premium,General,Main,Sale,2026-02-22 00:00:00,-25,199.48,-4987.0,SO-10917,Customer Sale,70,45,warehouse1,Transaction processed for Main location,system,2026-02-22 00:00:00
24,3031,Pro Flex Racing Ski Boots,General,Main,Receipt,2025-12-04 00:00:00,172,121.43,20886.38,PO-9446,Purchase Order Receipt,143,315,system,Transaction processed for Main location,system,2025-12-04 00:00:00
25,3081,All-Temp Ski Wax Kit,General,Backup,Sale,2026-01-02 00:00:00,-19,208.66,-3964.54,SO-68939,Customer Sale,10,-9,warehouse1,Transaction processed for Backup location,system,2026-01-02 00:00:00
26,2011,Coffee Maker,General,Main,Adjustment,2026-01-09 00:00:00,1,45.81,45.81,ADJ-26,System Correction,563,564,warehouse2,Transaction processed for Main location,system,2026-01-09 00:00:00
27,3042,Aluminum All-Mountain Poles - 115cm,General,Main,Receipt,2026-02-20 00:00:00,32,265.2,8486.34,PO-9555,Purchase Order Receipt,86,118,warehouse1,Transaction processed for Main location,system,2026-02-20 00:00:00
28,3033,Women's Performance Ski Boots,General,Main,Sale,2026-01-23 00:00:00,-28,261.96,-7334.88,SO-88256,Customer Sale,77,49,warehouse1,Transaction processed for Main location,system,2026-01-23 00:00:00
29,3022,Backcountry Explorer XC Skis - 190cm,General,Main,Sale,2026-01-04 00:00:00,-39,70.19,-2737.41,SO-11851,Customer Sale,103,64,system,Transaction processed for Main location,system,2026-01-04 00:00:00
30,2031,Coffee Mug,General,Main,Sale,2026-01-05 00:00:00,-2,247.37,-494.74,SO-36115,Customer Sale,1955,1953,warehouse2,Transaction processed for Main location,system,2026-01-05 00:00:00
31,2022,Fork Set,General,Main,Sale,2025-12-28 00:00:00,-34,126.58,-4303.72,SO-85277,Customer Sale,1815,1781,warehouse1,Transaction processed for Main location,system,2025-12-28 00:00:00
32,2111,High-Speed Blender,General,Main,Sale,2026-01-10 00:00:00,-5,193.05,-965.25,SO-63826,Customer Sale,648,643,warehouse2,Transaction processed for Main location,system,2026-01-10 00:00:00
33,1511,Alpine Explorer Tent,General,Main,Sale,2025-12-17 00:00:00,-9,374.74,-3372.66,SO-68272,Customer Sale,196,187,system,Transaction processed for Main location,system,2025-12-17 00:00:00
34,2071,Baking Pan,General,Backup,Transfer,2026-01-19 00:00:00,-9,40.49,-364.41,TRF-6161,Warehouse Transfer,12,3,warehouse1,Transaction processed for Backup location,system,2026-01-19 00:00:00
35,3032,Comfort Fit Recreational Boots,General,Backup,Sale,2026-01-02 00:00:00,-26,21.26,-552.76,SO-28707,Customer Sale,106,80,warehouse2,Transaction processed for Backup location,system,2026-01-02 00:00:00
36,1571,CozyNights Sleeping Bag,General,Backup,Receipt,2025-12-22 00:00:00,73,249.28,18197.12,PO-3966,Purchase Order Receipt,30,103,system,Transaction processed for Backup location,system,2025-12-22 00:00:00
37,1512,SkyView 2-Person Tent,General,Backup,Receipt,2025-12-31 00:00:00,187,22.44,4195.9,PO-7110,Purchase Order Receipt,137,324,warehouse2,Transaction processed for Backup location,system,2025-12-31 00:00:00
38,1511,Alpine Explorer Tent,General,Main,Adjustment,2025-12-16 00:00:00,10,374.74,3747.4,ADJ-38,Cycle Count,273,283,system,Transaction processed for Main location,system,2025-12-16 00:00:00
39,3072,Hand Warmers - 10 Pack,General,Main,Sale,2026-02-21 00:00:00,-46,150.54,-6924.84,SO-71488,Customer Sale,48,2,warehouse1,Transaction processed for Main location,system,2026-02-21 00:00:00
40,1532,TrailBlaze Hiking Pants,General,Main,Receipt,2025-12-30 00:00:00,79,16.8,1327.32,PO-1459,Purchase Order Receipt,62,141,warehouse1,Transaction processed for Main location,system,2025-12-30 00:00:00
41,3062,Anti-Fog Ski Goggles,General,Main,Sale,2026-02-11 00:00:00,-14,229.24,-3209.36,SO-80772,Customer Sale,69,55,warehouse2,Transaction processed for Main location,system,2026-02-11 00:00:00
42,1552,TrekMaster Camping Chair,General,Main,Adjustment,2026-01-12 00:00:00,16,315.99,5055.84,ADJ-42,Physical Count,472,488,warehouse2,Transaction processed for Main location,system,2026-01-12 00:00:00
43,3052,Thermal Base Layer Set - Women's,General,Main,Sale,2026-01-24 00:00:00,-28,27.05,-757.4,SO-44556,Customer Sale,10,-18,warehouse1,Transaction processed for Main location,system,2026-01-24 00:00:00
44,1542,TrailWalker Hiking Shoes,General,Main,Sale,2025-12-14 00:00:00,-39,76.01,-2964.39,SO-40279,Customer Sale,286,247,warehouse1,Transaction processed for Main location,system,2025-12-14 00:00:00
45,2101,Measuring Cup Set,General,Backup,Receipt,2025-12-06 00:00:00,82,265.58,21777.63,PO-4065,Purchase Order Receipt,71,153,warehouse2,Transaction processed for Backup location,system,2025-12-06 00:00:00
46,3082,Edge Tuning Tool Set,General,Regional,Receipt,2025-12-19 00:00:00,179,53.8,9630.02,PO-4806,Purchase Order Receipt,99,278,warehouse2,Transaction processed for Regional location,system,2025-12-19 00:00:00
47,1532,TrailBlaze Hiking Pants,General,Main,Sale,2026-02-18 00:00:00,-32,17.65,-564.8,SO-72576,Customer Sale,60,28,warehouse2,Transaction processed for Main location,system,2026-02-18 00:00:00
48,2121,Bamboo Cutting Board Set,General,Main,Receipt,2025-12-28 00:00:00,99,114.68,11353.11,PO-6301,Purchase Order Receipt,550,649,warehouse1,Transaction processed for Main location,system,2025-12-28 00:00:00
49,2091,Spatula,General,Main,Receipt,2025-12-23 00:00:00,97,374.43,36319.63,PO-8138,Purchase Order Receipt,801,898,warehouse1,Transaction processed for Main location,system,2025-12-23 00:00:00
50,1512,SkyView 2-Person Tent,General,Backup,Adjustment,2026-02-20 00:00:00,-14,22.67,-317.38,ADJ-50,Physical Count,77,63,warehouse1,Transaction processed for Backup location,system,2026-02-20 00:00:00
51,3041,Carbon Fiber Racing Poles - 120cm,General,Main,Sale,2025-12-26 00:00:00,-9,54.87,-493.83,SO-92472,Customer Sale,11,2,system,Transaction processed for Main location,system,2025-12-26 00:00:00
52,2061,Mixing Bowl,General,Main,Receipt,2026-02-10 00:00:00,134,178.7,23945.75,PO-3347,Purchase Order Receipt,1848,1982,system,Transaction processed for Main location,system,2026-02-10 00:00:00
53,3053,Waterproof Ski Pants,General,Main,Receipt,2026-02-22 00:00:00,140,208.34,29168.09,PO-1014,Purchase Order Receipt,154,294,warehouse1,Transaction processed for Main location,system,2026-02-22 00:00:00
54,1552,TrekMaster Camping Chair,General,Main,Sale,2025-12-21 00:00:00,-5,315.99,-1579.95,SO-70476,Customer Sale,472,467,system,Transaction processed for Main location,system,2025-12-21 00:00:00
55,3062,Anti-Fog Ski Goggles,General,Main,Return,2026-02-03 00:00:00,3,183.39,550.18,RET-75815,Customer Return,46,49,warehouse2,Transaction processed for Main location,system,2026-02-03 00:00:00
56,1511,Alpine Explorer Tent,General,Main,Sale,2026-01-06 00:00:00,-8,374.74,-2997.92,SO-61403,Customer Sale,123,115,system,Transaction processed for Main location,system,2026-01-06 00:00:00
57,2011,Coffee Maker,General,Main,Receipt,2026-02-13 00:00:00,79,47.69,3767.61,PO-9139,Purchase Order Receipt,502,581,warehouse2,Transaction processed for Main location,system,2026-02-13 00:00:00
58,3061,Professional Ski Helmet,General,Regional,Adjustment,2025-12-18 00:00:00,9,95.07,855.63,ADJ-58,System Correction,23,32,system,Transaction processed for Regional location,system,2025-12-18 00:00:00
59,1533,RainGuard Hiking Jacket,General,Backup,Receipt,2026-01-15 00:00:00,164,196.39,32208.53,PO-2432,Purchase Order Receipt,900,1064,warehouse2,Transaction processed for Backup location,system,2026-01-15 00:00:00
60,3101,Winter Boots - Insulated,General,Backup,Sale,2025-12-02 00:00:00,-5,191.1,-955.5,SO-88470,Customer Sale,92,87,warehouse2,Transaction processed for Backup location,system,2025-12-02 00:00:00
61,2012,Espresso Machine,General,Backup,Receipt,2025-12-17 00:00:00,95,104.8,9955.79,PO-4736,Purchase Order Receipt,5698,5793,system,Transaction processed for Backup location,system,2025-12-17 00:00:00
62,3032,Comfort Fit Recreational Boots,General,Main,Return,2026-02-09 00:00:00,2,17.01,34.02,RET-24058,Customer Return,0,2,warehouse1,Transaction processed for Main location,system,2026-02-09 00:00:00
63,2011,Coffee Maker,General,Backup,Receipt,2025-12-20 00:00:00,115,46.25,5318.39,PO-2830,Purchase Order Receipt,339,454,warehouse1,Transaction processed for Backup location,system,2025-12-20 00:00:00
64,3092,All-Mountain Snowboard - 158cm,General,Backup,Adjustment,2026-02-05 00:00:00,-6,201.37,-1208.22,ADJ-64,System Correction,100,94,warehouse2,Transaction processed for Backup location,system,2026-02-05 00:00:00
65,3061,Professional Ski Helmet,General,Regional,Sale,2026-02-17 00:00:00,-14,95.07,-1330.98,SO-46587,Customer Sale,120,106,warehouse1,Transaction processed for Regional location,system,2026-02-17 00:00:00
66,1521,Adventurer Pro Backpack,General,Regional,Sale,2026-01-15 00:00:00,-6,150.19,-901.14,SO-39506,Customer Sale,957,951,warehouse2,Transaction processed for Regional location,system,2026-01-15 00:00:00
67,3053,Waterproof Ski Pants,General,Main,Receipt,2025-12-07 00:00:00,119,201.17,23939.04,PO-2194,Purchase Order Receipt,43,162,warehouse1,Transaction processed for Main location,system,2025-12-07 00:00:00
68,2022,Fork Set,General,Main,Sale,2025-12-22 00:00:00,-21,126.58,-2658.18,SO-43199,Customer Sale,1755,1734,warehouse2,Transaction processed for Main location,system,2025-12-22 00:00:00
69,3103,Snowboard Bindings - Pro,General,Backup,Sale,2026-01-01 00:00:00,-42,97.13,-4079.46,SO-85611,Customer Sale,24,-18,warehouse1,Transaction processed for Backup location,system,2026-01-01 00:00:00
70,2081,Food Storage Set,General,Main,Sale,2026-01-12 00:00:00,-24,50.46,-1211.04,SO-30063,Customer Sale,121,97,warehouse2,Transaction processed for Main location,system,2026-01-12 00:00:00
71,1531,Summit Breeze Jacket,General,Backup,Sale,2026-02-15 00:00:00,-19,294.0,-5586.0,SO-41805,Customer Sale,414,395,warehouse2,Transaction processed for Backup location,system,2026-02-15 00:00:00
72,3022,Backcountry Explorer XC Skis - 190cm,General,Backup,Receipt,2026-02-13 00:00:00,129,67.46,8702.3,PO-7700,Purchase Order Receipt,74,203,warehouse2,Transaction processed for Backup location,system,2026-02-13 00:00:00
73,2011,Coffee Maker,General,Main,Transfer,2026-03-01 00:00:00,-33,45.81,-1511.73,TRF-7992,Warehouse Transfer,443,410,warehouse2,Transaction processed for Main location,system,2026-03-01 00:00:00
74,3062,Anti-Fog Ski Goggles,General,Backup,Sale,2025-12-14 00:00:00,-47,229.24,-10774.28,SO-43756,Customer Sale,96,49,system,Transaction processed for Backup location,system,2025-12-14 00:00:00
75,3104,Ski Tuning Bench - Portable,General,Main,Sale,2026-02-22 00:00:00,-41,187.79,-7699.39,SO-61920,Customer Sale,29,-12,warehouse2,Transaction processed for Main location,system,2026-02-22 00:00:00
76,1561,EcoFire Camping Stove,General,Regional,Damage,2026-02-22 00:00:00,-3,246.97,-740.91,DMG-76,Warehouse Damage,303,300,warehouse2,Transaction processed for Regional location,system,2026-02-22 00:00:00
77,3082,Edge Tuning Tool Set,General,Regional,Adjustment,2026-01-29 00:00:00,-10,53.0,-530.0,ADJ-77,Physical Count,100,90,warehouse1,Transaction processed for Regional location,system,2026-01-29 00:00:00
78,1512,SkyView 2-Person Tent,General,Backup,Receipt,2026-01-20 00:00:00,115,22.7,2610.43,PO-9492,Purchase Order Receipt,89,204,system,Transaction processed for Backup location,system,2026-01-20 00:00:00
79,1541,TrekReady Hiking Boots,General,Main,Sale,2025-12-05 00:00:00,-39,80.77,-3150.03,SO-45737,Customer Sale,166,127,warehouse1,Transaction processed for Main location,system,2025-12-05 00:00:00
80,1512,SkyView 2-Person Tent,General,Main,Sale,2026-02-03 00:00:00,-19,22.67,-430.73,SO-65703,Customer Sale,73,54,warehouse1,Transaction processed for Main location,system,2026-02-03 00:00:00
81,3062,Anti-Fog Ski Goggles,General,Main,Receipt,2025-12-03 00:00:00,92,227.96,20972.19,PO-6103,Purchase Order Receipt,105,197,warehouse1,Transaction processed for Main location,system,2025-12-03 00:00:00
82,3061,Professional Ski Helmet,General,Regional,Damage,2026-01-12 00:00:00,-3,95.07,-285.21,DMG-82,Shipping Damage,116,113,warehouse2,Transaction processed for Regional location,system,2026-01-12 00:00:00
83,2112,4-Slice Toaster,General,Main,Sale,2026-02-07 00:00:00,-40,299.23,-11969.2,SO-27085,Customer Sale,545,505,warehouse2,Transaction processed for Main location,system,2026-02-07 00:00:00
84,1533,RainGuard Hiking Jacket,General,Backup,Sale,2026-02-06 00:00:00,-4,199.19,-796.76,SO-80793,Customer Sale,824,820,system,Transaction processed for Backup location,system,2026-02-06 00:00:00
85,1542,TrailWalker Hiking Shoes,General,Main,Sale,2026-01-04 00:00:00,-50,76.01,-3800.5,SO-31469,Customer Sale,276,226,warehouse1,Transaction processed for Main location,system,2026-01-04 00:00:00
86,1581,LED Headlamp - Rechargeable,General,Main,Damage,2026-01-25 00:00:00,-10,153.44,-1534.4,DMG-86,Quality Issue,115,105,warehouse1,Transaction processed for Main location,system,2026-01-25 00:00:00
87,3104,Ski Tuning Bench - Portable,General,Main,Transfer,2026-01-29 00:00:00,-24,187.79,-4506.96,TRF-9635,Warehouse Transfer,66,42,warehouse1,Transaction processed for Main location,system,2026-01-29 00:00:00
88,1571,CozyNights Sleeping Bag,General,Backup,Receipt,2026-03-02 00:00:00,35,253.99,8889.67,PO-5116,Purchase Order Receipt,109,144,system,Transaction processed for Backup location,system,2026-03-02 00:00:00
89,3061,Professional Ski Helmet,General,Backup,Sale,2026-01-04 00:00:00,-7,95.07,-665.49,SO-46364,Customer Sale,11,4,system,Transaction processed for Backup location,system,2026-01-04 00:00:00
90,2011,Coffee Maker,General,Main,Transfer,2026-01-01 00:00:00,-49,45.81,-2244.69,TRF-3509,Warehouse Transfer,518,469,warehouse1,Transaction processed for Main location,system,2026-01-01 00:00:00
91,2011,Coffee Maker,General,Main,Damage,2025-12-23 00:00:00,-1,45.81,-45.81,DMG-91,Quality Issue,574,573,warehouse1,Transaction processed for Main location,system,2025-12-23 00:00:00
92,1562,PowerBurner Camping Stove,General,Main,Adjustment,2026-01-07 00:00:00,-8,72.13,-577.04,ADJ-92,Cycle Count,46,38,system,Transaction processed for Main location,system,2026-01-07 00:00:00
93,1512,SkyView 2-Person Tent,General,Backup,Adjustment,2026-01-25 00:00:00,-11,22.67,-249.37,ADJ-93,Physical Count,69,58,system,Transaction processed for Backup location,system,2026-01-25 00:00:00
94,3061,Professional Ski Helmet,General,Backup,Sale,2026-02-24 00:00:00,-26,95.07,-2471.82,SO-44123,Customer Sale,32,6,warehouse1,Transaction processed for Backup location,system,2026-02-24 00:00:00
95,1533,RainGuard Hiking Jacket,General,Backup,Receipt,2025-12-10 00:00:00,51,207.75,10595.3,PO-3844,Purchase Order Receipt,734,785,system,Transaction processed for Backup location,system,2025-12-10 00:00:00
96,1551,BaseCamp Folding Table,General,Main,Transfer,2026-01-18 00:00:00,-20,244.97,-4899.4,TRF-9511,Warehouse Transfer,141,121,system,Transaction processed for Main location,system,2026-01-18 00:00:00
97,3013,Beginner's Choice Alpine Skis - 160cm,General,Main,Sale,2025-12-26 00:00:00,-8,133.07,-1064.56,SO-57229,Customer Sale,251,243,warehouse1,Transaction processed for Main location,system,2025-12-26 00:00:00
98,3011,Alpine Pro Racing Skis - 170cm,General,Main,Sale,2026-01-15 00:00:00,-49,248.9,-12196.1,SO-10811,Customer Sale,214,165,system,Transaction processed for Main location,system,2026-01-15 00:00:00
99,3011,Alpine Pro Racing Skis - 170cm,General,Main,Sale,2025-12-08 00:00:00,-25,248.9,-6222.5,SO-48661,Customer Sale,198,173,warehouse2,Transaction processed for Main location,system,2025-12-08 00:00:00
100,3031,Pro Flex Racing Ski Boots,General,Main,Sale,2026-01-24 00:00:00,-49,116.41,-5704.09,SO-74051,Customer Sale,130,81,system,Transaction processed for Main location,system,2026-01-24 00:00:00
101,1572,MountainDream Sleeping Bag,General,Main,Sale,2026-01-24 00:00:00,-11,164.41,-1808.51,SO-28621,Customer Sale,344,333,warehouse2,Transaction processed for Main location,system,2026-01-24 00:00:00
102,1572,MountainDream Sleeping Bag,General,Main,Receipt,2026-01-08 00:00:00,36,156.89,5648.04,PO-4857,Purchase Order Receipt,443,479,warehouse2,Transaction processed for Main location,system,2026-01-08 00:00:00
103,1511,Alpine Explorer Tent,General,Main,Receipt,2026-01-20 00:00:00,45,389.41,17523.48,PO-5695,Purchase Order Receipt,220,265,system,Transaction processed for Main location,system,2026-01-20 00:00:00
104,3013,Beginner's Choice Alpine Skis - 160cm,General,Main,Adjustment,2026-02-02 00:00:00,-13,133.07,-1729.91,ADJ-104,Physical Count,218,205,system,Transaction processed for Main location,system,2026-02-02 00:00:00
105,1562,PowerBurner Camping Stove,General,Main,Adjustment,2026-02-15 00:00:00,20,72.13,1442.6,ADJ-105,Physical Count,30,50,warehouse2,Transaction processed for Main location,system,2026-02-15 00:00:00
106,3042,Aluminum All-Mountain Poles - 115cm,General,Main,Damage,2026-01-17 00:00:00,-9,279.03,-2511.27,DMG-106,Shipping Damage,78,69,warehouse2,Transaction processed for Main location,system,2026-01-17 00:00:00
107,3081,All-Temp Ski Wax Kit,General,Regional,Sale,2026-02-14 00:00:00,-29,208.66,-6051.14,SO-48773,Customer Sale,92,63,warehouse1,Transaction processed for Regional location,system,2026-02-14 00:00:00
108,2061,Mixing Bowl,General,Main,Adjustment,2025-12-14 00:00:00,12,174.19,2090.28,ADJ-108,Physical Count,1877,1889,warehouse1,Transaction processed for Main location,system,2025-12-14 00:00:00
109,1541,TrekReady Hiking Boots,General,Main,Sale,2026-02-22 00:00:00,-24,80.77,-1938.48,SO-73260,Customer Sale,161,137,warehouse1,Transaction processed for Main location,system,2026-02-22 00:00:00
110,3104,Ski Tuning Bench - Portable,General,Main,Sale,2025-12-31 00:00:00,-8,187.79,-1502.32,SO-66872,Customer Sale,29,21,warehouse2,Transaction processed for Main location,system,2025-12-31 00:00:00
111,3012,Mountain Master All-Terrain Skis - 165cm,General,Regional,Damage,2026-02-17 00:00:00,-1,238.01,-238.01,DMG-111,Shipping Damage,49,48,warehouse1,Transaction processed for Regional location,system,2026-02-17 00:00:00
112,3103,Snowboard Bindings - Pro,General,Regional,Receipt,2026-02-04 00:00:00,105,97.26,10212.63,PO-4284,Purchase Order Receipt,169,274,warehouse2,Transaction processed for Regional location,system,2026-02-04 00:00:00
113,3013,Beginner's Choice Alpine Skis - 160cm,General,Main,Damage,2026-01-08 00:00:00,-9,133.07,-1197.63,DMG-113,Warehouse Damage,170,161,warehouse1,Transaction processed for Main location,system,2026-01-08 00:00:00
114,3032,Comfort Fit Recreational Boots,General,Backup,Sale,2026-01-21 00:00:00,-33,21.26,-701.58,SO-73528,Customer Sale,129,96,warehouse1,Transaction processed for Backup location,system,2026-01-21 00:00:00
115,2121,Bamboo Cutting Board Set,General,Main,Return,2026-01-05 00:00:00,5,93.97,469.84,RET-54369,Customer Return,675,680,warehouse2,Transaction processed for Main location,system,2026-01-05 00:00:00
116,3032,Comfort Fit Recreational Boots,General,Main,Sale,2026-02-25 00:00:00,-45,21.26,-956.7,SO-24179,Customer Sale,34,-11,warehouse2,Transaction processed for Main location,system,2026-02-25 00:00:00
117,3081,All-Temp Ski Wax Kit,General,Backup,Transfer,2026-01-21 00:00:00,-21,208.66,-4381.86,TRF-4030,Warehouse Transfer,38,17,warehouse1,Transaction processed for Backup location,system,2026-01-21 00:00:00
118,3041,Carbon Fiber Racing Poles - 120cm,General,Main,Sale,2026-02-10 00:00:00,-3,54.87,-164.61,SO-39135,Customer Sale,13,10,warehouse1,Transaction processed for Main location,system,2026-02-10 00:00:00
119,3021,Nordic Classic XC Skis - 185cm,General,Main,Receipt,2026-02-19 00:00:00,46,115.59,5317.15,PO-3819,Purchase Order Receipt,97,143,warehouse1,Transaction processed for Main location,system,2026-02-19 00:00:00
120,1542,TrailWalker Hiking Shoes,General,Main,Sale,2025-12-02 00:00:00,-42,76.01,-3192.42,SO-91787,Customer Sale,368,326,system,Transaction processed for Main location,system,2025-12-02 00:00:00
121,1541,TrekReady Hiking Boots,General,Main,Receipt,2025-12-06 00:00:00,69,82.24,5674.76,PO-9577,Purchase Order Receipt,280,349,warehouse1,Transaction processed for Main location,system,2025-12-06 00:00:00
122,1512,SkyView 2-Person Tent,General,Main,Sale,2025-12-28 00:00:00,-27,22.67,-612.09,SO-90848,Customer Sale,110,83,system,Transaction processed for Main location,system,2025-12-28 00:00:00
123,1552,TrekMaster Camping Chair,General,Main,Sale,2026-02-17 00:00:00,-2,315.99,-631.98,SO-13119,Customer Sale,498,496,warehouse1,Transaction processed for Main location,system,2026-02-17 00:00:00
124,2011,Coffee Maker,General,Main,Sale,2026-01-29 00:00:00,-2,45.81,-91.62,SO-76797,Customer Sale,585,583,warehouse2,Transaction processed for Main location,system,2026-01-29 00:00:00
125,3042,Aluminum All-Mountain Poles - 115cm,General,Main,Receipt,2026-02-19 00:00:00,149,269.69,40183.36,PO-7761,Purchase Order Receipt,69,218,warehouse1,Transaction processed for Main location,system,2026-02-19 00:00:00
126,2112,4-Slice Toaster,General,Main,Sale,2026-01-29 00:00:00,-34,299.23,-10173.82,SO-46488,Customer Sale,508,474,warehouse1,Transaction processed for Main location,system,2026-01-29 00:00:00
127,1522,SummitClimber Backpack,General,Main,Adjustment,2026-02-11 00:00:00,-14,186.43,-2610.02,ADJ-127,Cycle Count,554,540,warehouse1,Transaction processed for Main location,system,2026-02-11 00:00:00
128,3062,Anti-Fog Ski Goggles,General,Backup,Adjustment,2026-02-21 00:00:00,9,229.24,2063.16,ADJ-128,Physical Count,6,15,system,Transaction processed for Backup location,system,2026-02-21 00:00:00
129,1562,PowerBurner Camping Stove,General,Main,Sale,2026-01-29 00:00:00,-6,72.13,-432.78,SO-65120,Customer Sale,47,41,system,Transaction processed for Main location,system,2026-01-29 00:00:00
130,1543,TrekStar Hiking Sandals,General,Main,Sale,2026-01-01 00:00:00,-33,116.7,-3851.1,SO-54667,Customer Sale,621,588,warehouse1,Transaction processed for Main location,system,2026-01-01 00:00:00
131,3072,Hand Warmers - 10 Pack,General,Main,Return,2026-01-13 00:00:00,1,120.43,120.43,RET-82022,Customer Return,22,23,system,Transaction processed for Main location,system,2026-01-13 00:00:00
132,1553,Adventure Dining Table,General,Main,Adjustment,2026-02-28 00:00:00,-19,155.8,-2960.2,ADJ-132,System Correction,361,342,system,Transaction processed for Main location,system,2026-02-28 00:00:00
133,3042,Aluminum All-Mountain Poles - 115cm,General,Backup,Adjustment,2026-02-16 00:00:00,-5,279.03,-1395.15,ADJ-133,System Correction,102,97,warehouse1,Transaction processed for Backup location,system,2026-02-16 00:00:00
