InvoiceId,InvoiceNumber,CustomerId,CustomerAccountId,InvoiceDate,DueDate,InvoiceAmount,IsoCurrencyCode,CreatedBy
INV-bb07127b-8fed-4c5e-84e9-bb4f6d7206b2,ID200024,CID-001,CA-0002,2026-02-09,2026-03-11,548.94,USD,SampleGen
INV-6002f456-53fa-45ec-98d7-668acc095187,ID200025,CID-001,CA-0002,2026-03-02,2026-04-01,3281.64,USD,SampleGen
INV-052b5828-3c44-4618-bdd2-ff838966e66a,ID200026,CID-001,CA-0002,2026-03-03,2026-04-02,1072.48,USD,SampleGen
INV-63acfb71-6995-4d4f-ac93-034fa037efc1,ID200027,CID-001,CA-0002,2026-03-03,2026-04-02,2904.26,USD,SampleGen
INV-2d64c379-b4b0-4c3d-aeaa-8a9353ce0dde,ID200028,CID-001,CA-0002,2026-03-03,2026-04-02,5422.66,USD,SampleGen
INV-309114df-2d91-4f6a-a80f-b1d15a26038f,ID200029,CID-002,CA-0004,2025-04-11,2025-05-11,635.9,USD,SampleGen
INV-7e85e7fb-bcca-4fa7-9886-62f3d6c90245,ID200030,CID-002,CA-0004,2025-06-13,2025-07-13,517.18,USD,SampleGen
INV-c188a025-4ec5-403f-91a3-5d0006429d50,ID200031,CID-002,CA-0004,2025-07-17,2025-08-16,631.56,USD,SampleGen
INV-bbe5a355-4b10-40dc-9976-322eb61a46db,ID200032,CID-002,CA-0004,2025-09-10,2025-10-10,2039.24,USD,SampleGen
INV-5113d787-3743-4f65-8cc7-af28c3733470,ID200033,CID-002,CA-0004,2025-10-02,2025-11-01,6754.12,USD,SampleGen
INV-78c533aa-815c-40d5-a024-c83567e7f570,ID200034,CID-002,CA-0004,2025-11-05,2025-12-05,1693.7,USD,SampleGen
INV-fff0c866-d8ef-496f-978b-25534a4aac82,ID200035,CID-002,CA-0004,2025-12-15,2026-01-14,627.4,USD,SampleGen
INV-f26c87d4-0454-4375-9d30-354dd94f7c3b,ID200036,CID-002,CA-0004,2025-12-29,2026-01-28,2238.62,USD,SampleGen
INV-a37d2766-d4bb-433f-bdd4-292b75f3c68f,ID200037,CID-002,CA-0004,2026-02-01,2026-03-03,903.1,USD,SampleGen
INV-fbc77544-66d5-4331-b3b5-8dee3f0348e6,ID200038,CID-002,CA-0004,2026-02-18,2026-03-20,756.72,USD,SampleGen
INV-efc5c33c-f0c2-486f-abc4-d499b2a8d3c0,ID200039,CID-002,CA-0004,2026-03-02,2026-04-01,6474.22,USD,SampleGen
INV-19cfa672-6de1-4a8a-8ff3-7a7532098249,ID200040,CID-003,CA-0006,2025-02-04,2025-03-06,962.34,USD,SampleGen
INV-92a43e41-e895-4b69-9482-696bf229dd2a,ID200041,CID-003,CA-0006,2025-03-10,2025-04-09,7394.36,USD,SampleGen
INV-6546606a-8d68-44a0-8307-2b170c070bbc,ID200042,CID-003,CA-0006,2025-03-14,2025-04-13,4481.46,USD,SampleGen
INV-e10b0797-e8b5-4d8d-aaa6-97d6b8913229,ID200043,CID-003,CA-0006,2025-04-06,2025-05-06,593.48,USD,SampleGen
INV-a625e701-f2c6-4c07-90a2-250d6519dd7b,ID200044,CID-003,CA-0006,2025-05-23,2025-06-22,1267.54,USD,SampleGen
INV-3e5f1332-68e8-4c35-9767-e390af953ef0,ID200045,CID-003,CA-0006,2025-06-29,2025-07-29,659.18,USD,SampleGen
INV-12d9d5ed-2901-4e91-8af4-63e9be1aad6a,ID200046,CID-003,CA-0006,2025-07-28,2025-08-27,3018.6,USD,SampleGen
INV-afca89db-4818-4afb-8f53-a1af861ebac2,ID200047,CID-003,CA-0006,2025-08-14,2025-09-13,894.48,USD,SampleGen
INV-ee92d6c1-f65c-45c7-99e3-a9023e3edbe9,ID200048,CID-003,CA-0006,2025-09-23,2025-10-23,3222.24,USD,SampleGen
INV-a4de3a0f-a68e-40e8-950e-70fd624f7822,ID200049,CID-003,CA-0006,2025-10-20,2025-11-19,7517.28,USD,SampleGen
INV-80f08a9e-0bac-4d85-a9ee-294a14e782d2,ID200050,CID-003,CA-0006,2025-10-30,2025-11-29,2221.58,USD,SampleGen
INV-d56e52fc-b615-4d12-8ca4-d1170d7f43f9,ID200051,CID-003,CA-0006,2025-11-16,2025-12-16,631.62,USD,SampleGen
INV-f66a48fd-5677-47fb-a92c-aa0db6b4bb17,ID200052,CID-003,CA-0006,2025-11-13,2025-12-13,864.76,USD,SampleGen
INV-86eefa1a-04e3-4a1a-a0c7-9347bd39f257,ID200053,CID-003,CA-0006,2025-12-24,2026-01-23,1907.82,USD,SampleGen
INV-0548be47-ecc1-4556-8dc1-82bba22a3213,ID200054,CID-003,CA-0006,2025-12-27,2026-01-26,1946.08,USD,SampleGen
INV-24dc34cd-1312-4928-bf58-1d288d05cdc2,ID200055,CID-003,CA-0006,2025-12-09,2026-01-08,1558.04,USD,SampleGen
INV-19b11c0a-ec7c-4f7e-a32d-4f73a47a3ee0,ID200056,CID-003,CA-0006,2025-12-03,2026-01-02,4366.94,USD,SampleGen
INV-5fee8ed3-09d2-4ddc-b429-f96a6598c709,ID200057,CID-003,CA-0006,2026-01-05,2026-02-04,3943.0,USD,SampleGen
INV-881ae764-b299-4804-8aaf-9ee1d965fb5c,ID200058,CID-003,CA-0006,2026-02-09,2026-03-11,1000.56,USD,SampleGen
INV-5006e772-824c-498e-a7e3-fbe368843e02,ID200059,CID-003,CA-0006,2026-02-21,2026-03-23,1990.58,USD,SampleGen
INV-0e5f95ed-2141-43bf-b552-cc7e998737f8,ID200060,CID-003,CA-0006,2026-03-02,2026-04-01,941.12,USD,SampleGen
INV-f3b8e49d-d61c-444e-9fea-9bab46a73e8d,ID200061,CID-003,CA-0006,2026-03-02,2026-04-01,635.84,USD,SampleGen
INV-4004cdf1-aa13-469d-bf10-172f6b5704a2,ID200062,CID-004,CA-0008,2025-02-16,2025-03-18,7330.76,USD,SampleGen
INV-0157ff87-0295-47fb-84d8-d3121a0c61ff,ID200063,CID-004,CA-0008,2025-07-02,2025-08-01,3364.26,USD,SampleGen
INV-b05a3c32-d748-48c7-906f-d94a69b7c823,ID200064,CID-004,CA-0008,2025-10-02,2025-11-01,572.26,USD,SampleGen
INV-4c7f3fc5-760c-4766-9273-25b59b549ebf,ID200065,CID-004,CA-0008,2025-11-29,2025-12-29,3679.94,USD,SampleGen
INV-4449b634-5c11-41d6-a105-4702461491fc,ID200066,CID-004,CA-0008,2025-12-24,2026-01-23,2543.88,USD,SampleGen
INV-9db7d565-0675-4b7d-9ecc-10fe130a26d2,ID200067,CID-004,CA-0008,2026-02-03,2026-03-05,3268.82,USD,SampleGen
INV-ab9d34dc-3ef5-4b26-8033-c489df5408aa,ID200068,CID-004,CA-0008,2026-03-02,2026-04-01,2662.52,USD,SampleGen
INV-4d188549-e70d-4a08-8a53-9d0e4c352c12,ID200069,CID-005,CA-0010,2025-01-05,2025-02-04,2416.68,USD,SampleGen
INV-0a9ea69c-fcf6-49f9-b2c3-88c00e2dcae6,ID200070,CID-005,CA-0010,2025-02-25,2025-03-27,2891.46,USD,SampleGen
INV-622521ec-f820-4a54-9748-83c4754decf9,ID200071,CID-005,CA-0010,2025-03-18,2025-04-17,8030.36,USD,SampleGen
INV-157a629a-86ee-4e56-9ca7-06bba0a54e16,ID200072,CID-005,CA-0010,2025-03-28,2025-04-27,1017.46,USD,SampleGen
INV-7f55ae0b-9ec9-48d4-ab2d-96d776675313,ID200073,CID-005,CA-0010,2025-04-12,2025-05-12,472.58,USD,SampleGen
INV-7778797c-e6e4-4f17-bf46-2d0e18f19732,ID200074,CID-005,CA-0010,2025-04-09,2025-05-09,3866.74,USD,SampleGen
INV-5008e458-a033-4dba-b16a-561b42f7b2bf,ID200075,CID-005,CA-0010,2025-05-24,2025-06-23,3285.86,USD,SampleGen
INV-ea0c128e-eba0-4953-be71-50350874ab93,ID200076,CID-005,CA-0010,2025-05-16,2025-06-15,2060.54,USD,SampleGen
INV-ef8a9268-1e7a-4de7-a44c-d368e7cee5ac,ID200077,CID-005,CA-0010,2025-06-30,2025-07-30,438.7,USD,SampleGen
INV-c3503f88-c022-4d78-8d65-e7685c50f598,ID200078,CID-005,CA-0010,2025-08-09,2025-09-08,1307.86,USD,SampleGen
INV-30da0bf5-795e-4e86-b05a-72d590edd444,ID200079,CID-005,CA-0010,2025-09-26,2025-10-26,440.84,USD,SampleGen
INV-df5eab1e-091a-46c8-9f95-0b74cec318b5,ID200080,CID-005,CA-0010,2025-10-06,2025-11-05,2569.32,USD,SampleGen
INV-c1736a83-be3b-4cb0-a06a-0483d280e2fa,ID200081,CID-005,CA-0010,2025-10-12,2025-11-11,1127.6,USD,SampleGen
INV-1daab895-f7d2-4318-86ca-235651e880f0,ID200082,CID-005,CA-0010,2025-11-22,2025-12-22,2522.6,USD,SampleGen
INV-70b5973c-6de3-4ac7-825f-dd9f9af532b6,ID200083,CID-005,CA-0010,2025-11-10,2025-12-10,2098.68,USD,SampleGen
INV-765ead7d-7f94-4f69-894c-7aff9352c491,ID200084,CID-005,CA-0010,2025-12-05,2026-01-04,661.26,USD,SampleGen
INV-4214c709-b8ce-410f-bfe9-34cd64ee1217,ID200085,CID-005,CA-0010,2025-12-20,2026-01-19,4277.98,USD,SampleGen
INV-750c8495-392c-4bc7-af93-4725c3d6bb8c,ID200086,CID-005,CA-0010,2025-12-28,2026-01-27,4400.88,USD,SampleGen
INV-5cfcf0ae-7cac-47dc-be7e-a7ea5ec94510,ID200087,CID-005,CA-0010,2025-12-07,2026-01-06,2177.06,USD,SampleGen
INV-a7704469-b9c2-4b63-a418-0ce64b584e70,ID200088,CID-005,CA-0010,2026-01-18,2026-02-17,1996.98,USD,SampleGen
INV-007c3a77-bf07-4abb-bb6d-2e9fbaadcf42,ID200089,CID-005,CA-0010,2026-01-16,2026-02-15,5418.6,USD,SampleGen
INV-229262ec-e878-4c53-8188-f6fa3314f7b1,ID200090,CID-005,CA-0010,2026-02-21,2026-03-23,1267.52,USD,SampleGen
INV-a282223b-5a80-472f-8c84-8510980f2670,ID200091,CID-005,CA-0010,2026-02-21,2026-03-23,1912.04,USD,SampleGen
INV-89b21fec-1d95-45d6-8b56-8f3dd32285f9,ID200092,CID-005,CA-0010,2026-02-03,2026-03-05,3379.14,USD,SampleGen
INV-30bb54e2-96ce-4aeb-a338-69549398c114,ID200093,CID-005,CA-0010,2026-03-03,2026-04-02,606.14,USD,SampleGen
INV-10b69ed5-0f6d-4934-a8e9-46e983607b3c,ID200094,CID-005,CA-0010,2026-03-02,2026-04-01,370.9,USD,SampleGen
INV-50510be0-0332-4ed5-8bc4-2834daaf69bc,ID200095,CID-005,CA-0010,2026-03-02,2026-04-01,589.2,USD,SampleGen
INV-722b5e5e-a540-473e-9f4c-c07caa768412,ID200096,CID-005,CA-0010,2026-03-02,2026-04-01,1191.18,USD,SampleGen
INV-f553c910-0576-4ca7-97b2-d16ef24d1cbe,ID200097,CID-006,CA-0012,2025-01-02,2025-02-01,3230.56,USD,SampleGen
INV-6e7585b1-fb9a-4375-92d6-364d5f7d767c,ID200098,CID-006,CA-0012,2025-01-04,2025-02-03,777.86,USD,SampleGen
INV-76ff4a9d-3051-466d-af9c-f104c0fe52b9,ID200099,CID-006,CA-0012,2025-02-18,2025-03-20,3934.46,USD,SampleGen
INV-60c6ec36-e30b-4bce-8518-59654420526c,ID200100,CID-006,CA-0012,2025-02-08,2025-03-10,2471.74,USD,SampleGen
INV-d898081d-4d43-4f31-a8c5-3ea051a2335b,ID200101,CID-006,CA-0012,2025-02-16,2025-03-18,565.94,USD,SampleGen
INV-e81b2086-8059-4f1e-b07d-94333eaec678,ID200102,CID-006,CA-0012,2025-03-20,2025-04-19,2026.48,USD,SampleGen
INV-e2c31ee5-c270-4026-83ef-e91507dfaf0b,ID200103,CID-006,CA-0012,2025-03-09,2025-04-08,748.18,USD,SampleGen
INV-8e09ca63-b349-4938-9cc7-4e812f6e26dd,ID200104,CID-006,CA-0012,2025-03-21,2025-04-20,2247.06,USD,SampleGen
INV-e53343c7-1d36-4a1d-80b3-9f078905e402,ID200105,CID-006,CA-0012,2025-03-09,2025-04-08,5236.2,USD,SampleGen
INV-6c5e86fa-160f-4593-839f-059b53f42dd5,ID200106,CID-006,CA-0012,2025-04-23,2025-05-23,5108.94,USD,SampleGen
INV-638ea71c-7f23-47b5-91fe-ab4fddced814,ID200107,CID-006,CA-0012,2025-04-28,2025-05-28,805.46,USD,SampleGen
INV-a0aa0131-1e54-456b-a1df-ada5c02d485a,ID200108,CID-006,CA-0012,2025-04-11,2025-05-11,3099.18,USD,SampleGen
INV-c2d9e889-6b39-4d80-a5ac-77ccbb4145c1,ID200109,CID-006,CA-0012,2025-04-27,2025-05-27,6870.64,USD,SampleGen
INV-f301b2c5-f050-4a94-8904-fa6a39937e4a,ID200110,CID-006,CA-0012,2025-05-15,2025-06-14,4082.9,USD,SampleGen
INV-299165d6-452c-47d3-a68b-18fae353ee59,ID200111,CID-006,CA-0012,2025-05-30,2025-06-29,1627.98,USD,SampleGen
INV-a04345e0-64e6-4f9f-a441-49f8b46a8301,ID200112,CID-006,CA-0012,2025-05-07,2025-06-06,3281.64,USD,SampleGen
INV-e6d8f07b-1979-44f1-8f09-21ea8eb5833b,ID200113,CID-006,CA-0012,2025-05-18,2025-06-17,733.36,USD,SampleGen
INV-209a8878-81de-4889-99b9-38d9074d7f35,ID200114,CID-006,CA-0012,2025-06-12,2025-07-12,1290.96,USD,SampleGen
INV-6e58d331-5dd0-446c-9b4f-d8494a4576bc,ID200115,CID-006,CA-0012,2025-07-24,2025-08-23,574.32,USD,SampleGen
INV-a886f4b1-dd02-436e-94a6-a166e3c76f45,ID200116,CID-006,CA-0012,2025-08-22,2025-09-21,754.56,USD,SampleGen
INV-e136fd44-7007-4456-9ccd-65318430f2d1,ID200117,CID-006,CA-0012,2025-08-09,2025-09-08,1767.86,USD,SampleGen
INV-7f7d3d86-8c4f-4c2e-bc1b-01e94ec13260,ID200118,CID-006,CA-0012,2025-09-19,2025-10-19,1958.7,USD,SampleGen
INV-1cff6535-9a22-4955-841c-7bec103599ca,ID200119,CID-006,CA-0012,2025-09-20,2025-10-20,3993.96,USD,SampleGen
INV-963a4195-50de-4a42-8567-4612a562fac3,ID200120,CID-006,CA-0012,2025-10-30,2025-11-29,2244.92,USD,SampleGen
INV-c6342a9f-cc80-49fd-ab6b-83bb253a934a,ID200121,CID-006,CA-0012,2025-10-13,2025-11-12,277.62,USD,SampleGen
INV-0e3164d0-12c5-4dc5-91bc-dceda8b2f44b,ID200122,CID-006,CA-0012,2025-10-26,2025-11-25,657.04,USD,SampleGen
INV-f9233fa2-7588-497b-b017-b0b6b96a0b70,ID200123,CID-006,CA-0012,2025-10-03,2025-11-02,712.22,USD,SampleGen
INV-ac78bb87-71c7-46c2-9032-8ac4a348a8e0,ID200124,CID-006,CA-0012,2025-11-24,2025-12-24,4214.36,USD,SampleGen
INV-1260d8d8-21eb-4747-a2f3-81455135c90d,ID200125,CID-006,CA-0012,2025-11-14,2025-12-14,2145.32,USD,SampleGen
INV-b0bcf1dd-203f-427a-a10f-ff37b2b40750,ID200126,CID-006,CA-0012,2025-11-26,2025-12-26,428.16,USD,SampleGen
INV-141d5909-89c9-4b75-adc8-63760625ad8c,ID200127,CID-006,CA-0012,2025-11-18,2025-12-18,4515.5,USD,SampleGen
INV-9fe475ff-28f5-4e4d-878a-d4f2484a04b4,ID200128,CID-006,CA-0012,2025-12-09,2026-01-08,3586.88,USD,SampleGen
INV-614df9cd-6e9a-45c8-9aa4-d4c6a1b19dd0,ID200129,CID-006,CA-0012,2025-12-15,2026-01-14,1189.14,USD,SampleGen
INV-c3c2d9d8-22ae-4f56-b205-22f985fdbcc8,ID200130,CID-006,CA-0012,2025-12-31,2026-01-30,4320.42,USD,SampleGen
INV-9fdf2738-9d9b-45b2-a69f-4b3646131188,ID200131,CID-006,CA-0012,2025-12-24,2026-01-23,523.5,USD,SampleGen
INV-99e63e04-f22a-4cff-820a-6eafd06fa5fd,ID200132,CID-006,CA-0012,2025-12-05,2026-01-04,5388.78,USD,SampleGen
INV-6e80d652-d92a-470e-a62f-7e0443f8ed4a,ID200133,CID-006,CA-0012,2025-12-06,2026-01-05,2403.9,USD,SampleGen
INV-9caf8fcd-9c46-4dcf-ad3f-1a10c3a5b501,ID200134,CID-006,CA-0012,2025-12-17,2026-01-16,6134.98,USD,SampleGen
INV-2502cd63-23a3-4e3c-9ee5-f72900c92f9d,ID200135,CID-006,CA-0012,2025-12-05,2026-01-04,1008.98,USD,SampleGen
INV-8fbfa71c-a108-4967-98d9-57e750f3ec9a,ID200136,CID-006,CA-0012,2025-12-16,2026-01-15,2329.64,USD,SampleGen
INV-44a6b6f9-779f-4fe4-808a-80c1f7f29bb6,ID200137,CID-006,CA-0012,2025-12-14,2026-01-13,2003.16,USD,SampleGen
INV-69c4ba5c-ba44-40bd-aaf8-fd2f8e151110,ID200138,CID-006,CA-0012,2025-12-27,2026-01-26,404.82,USD,SampleGen
INV-d1ef8df1-b4c1-4ea8-8ebf-59be4ee64ba3,ID200139,CID-006,CA-0012,2026-01-11,2026-02-10,1339.68,USD,SampleGen
INV-d1b0cd31-15c9-492f-b8cb-6899c2a709f4,ID200140,CID-006,CA-0012,2026-01-20,2026-02-19,122.92,USD,SampleGen
INV-fb2a2e21-084d-4421-8b77-023836314560,ID200141,CID-006,CA-0012,2026-01-04,2026-02-03,2611.76,USD,SampleGen
INV-30b34044-aef8-4aaa-bbd2-9f57d4c6a74b,ID200142,CID-006,CA-0012,2026-01-27,2026-02-26,222.54,USD,SampleGen
INV-ac7b2361-8f67-4ce3-a2bf-59680a92e18e,ID200143,CID-006,CA-0012,2026-01-25,2026-02-24,1890.98,USD,SampleGen
INV-123c056a-9c79-4153-b239-079cbca3bc91,ID200144,CID-006,CA-0012,2026-02-16,2026-03-18,2416.68,USD,SampleGen
INV-8f3aeba8-b69e-4df1-96c7-52187398ba62,ID200145,CID-006,CA-0012,2026-02-25,2026-03-27,406.92,USD,SampleGen
INV-bb444dc0-8e89-4a08-8706-d36717443369,ID200146,CID-006,CA-0012,2026-02-27,2026-03-29,1186.98,USD,SampleGen
INV-37b1dc8a-b68c-4554-bde7-81a3c52b6f04,ID200147,CID-006,CA-0012,2026-02-04,2026-03-06,1488.1,USD,SampleGen
INV-f27d7c96-4bad-4210-a9c5-4b933a5fda22,ID200148,CID-006,CA-0012,2026-02-18,2026-03-20,750.26,USD,SampleGen
INV-ff2eea98-b2c3-4c6f-925b-1cfe47446dc6,ID200149,CID-006,CA-0012,2026-02-19,2026-03-21,869.06,USD,SampleGen
INV-16d82eea-8a79-45fd-bbc0-9a919a7d4632,ID200150,CID-006,CA-0012,2026-02-12,2026-03-14,1098.06,USD,SampleGen
INV-708342e5-4eb2-4e60-a498-ae6b422288d3,ID200151,CID-006,CA-0012,2026-02-28,2026-03-30,1148.9,USD,SampleGen
INV-4b2383c5-ed5c-4362-b08c-583f890253b8,ID200152,CID-006,CA-0012,2026-03-02,2026-04-01,7029.72,USD,SampleGen
INV-7c095e69-4fe7-49fc-a7dd-75b5f1a1ae82,ID200153,CID-006,CA-0012,2026-03-03,2026-04-02,1507.14,USD,SampleGen
INV-61cc7edb-8985-40e8-b23a-c7cbdc3a9b1c,ID200154,CID-006,CA-0012,2026-03-03,2026-04-02,1954.4,USD,SampleGen
INV-5f04ec47-b954-4e5d-b542-a43dfd28b8f8,ID200155,CID-006,CA-0012,2026-03-02,2026-04-01,4909.66,USD,SampleGen
INV-8de98d9d-bb47-4c0e-a3d6-692dea012034,ID200156,CID-006,CA-0012,2026-03-03,2026-04-02,3201.02,USD,SampleGen
INV-e3665aa8-2cad-463e-b396-81289d70b96b,ID200157,CID-006,CA-0012,2026-03-03,2026-04-02,3612.4,USD,SampleGen
INV-fd6795bd-8281-43e6-a8fa-81a00ebf6220,ID200158,CID-006,CA-0012,2026-03-03,2026-04-02,707.92,USD,SampleGen
INV-daaa4c9c-f347-451b-9d29-208974d2ed69,ID200159,CID-006,CA-0012,2026-03-02,2026-04-01,650.66,USD,SampleGen
INV-a1934214-028e-4994-b4ae-6306c13d6387,ID200160,CID-006,CA-0012,2026-03-02,2026-04-01,1488.06,USD,SampleGen
INV-7eb67a8e-d6a5-43c8-af37-c9a1b86bb987,ID200161,CID-007,CA-1477,2025-02-04,2025-03-06,1746.64,USD,SampleGen
INV-53fadea8-0d3a-40aa-a3ae-543026131e21,ID200162,CID-007,CA-1477,2025-03-10,2025-04-09,1297.24,USD,SampleGen
INV-32fc5538-faf5-47fc-b09a-3d38256328f6,ID200163,CID-007,CA-1477,2025-04-03,2025-05-03,487.48,USD,SampleGen
INV-55d02073-ca30-4d46-8b56-b6e9833ae14f,ID200164,CID-007,CA-1477,2025-05-03,2025-06-02,1055.62,USD,SampleGen
INV-fcdd9393-e7dd-4721-a145-7ae74badbe83,ID200165,CID-007,CA-1477,2025-06-20,2025-07-20,2802.4,USD,SampleGen
INV-1d283035-c32f-49bb-88a4-457b2ab8a0c6,ID200166,CID-007,CA-1477,2025-08-01,2025-08-31,4515.5,USD,SampleGen
INV-d52751ba-c7a0-41ec-89b7-d1d5e2d77003,ID200167,CID-007,CA-1477,2025-09-02,2025-10-02,3141.72,USD,SampleGen
INV-347fa8f7-7652-4148-9938-789af681512e,ID200168,CID-007,CA-1477,2025-10-18,2025-11-17,614.64,USD,SampleGen
INV-b88a2467-db7b-4393-b83b-1e806c255977,ID200169,CID-007,CA-1477,2025-11-04,2025-12-04,356.0,USD,SampleGen
INV-8f282731-a006-4436-968d-7609a30ad898,ID200170,CID-007,CA-1477,2025-12-12,2026-01-11,1013.18,USD,SampleGen
INV-4e9bda04-b4e4-4d15-a164-83a37e7530d1,ID200171,CID-007,CA-1477,2026-02-25,2026-03-27,964.5,USD,SampleGen
INV-306f2eaa-6a43-48cc-87b4-53284d8ad6e0,ID200172,CID-007,CA-1477,2026-03-02,2026-04-01,2107.08,USD,SampleGen
INV-53911b68-663d-4a66-b8a2-75dc0ac21b7e,ID200173,CID-007,CA-1477,2026-03-03,2026-04-02,4515.5,USD,SampleGen
INV-bfa83424-2e5d-409d-97fa-d85a6895e3e4,ID200174,CID-008,CA-0015,2025-01-06,2025-02-05,4171.88,USD,SampleGen
INV-e41ac82c-18df-458e-9a26-dbc2285c677d,ID200175,CID-008,CA-0015,2025-02-19,2025-03-21,1519.78,USD,SampleGen
INV-0556461f-af85-45f9-a601-8f4e484cf572,ID200176,CID-008,CA-0015,2025-03-08,2025-04-07,4070.24,USD,SampleGen
INV-21479f42-5247-4e52-b9ce-fc6cdccbdee1,ID200177,CID-008,CA-0015,2025-04-17,2025-05-17,1290.96,USD,SampleGen
INV-1c867c99-2b56-48da-bdce-b5d8db8c94e6,ID200178,CID-008,CA-0015,2025-05-11,2025-06-10,1589.9,USD,SampleGen
INV-f9c7f56d-0e00-4774-b806-621c76fdde6a,ID200179,CID-008,CA-0015,2025-08-12,2025-09-11,1055.62,USD,SampleGen
INV-444ea6dc-f35c-400b-b5f0-7b3cda7ed838,ID200180,CID-008,CA-0015,2025-09-13,2025-10-13,2902.1,USD,SampleGen
INV-6c33cdcd-77db-4652-949c-f678c007931b,ID200181,CID-008,CA-0015,2025-10-25,2025-11-24,612.5,USD,SampleGen
INV-059c2f57-51d7-4d1a-8651-9862c646923f,ID200182,CID-008,CA-0015,2025-11-22,2025-12-22,2130.36,USD,SampleGen
INV-db81db4f-2227-4975-b0b1-8a1953ca113c,ID200183,CID-008,CA-0015,2025-11-15,2025-12-15,1098.06,USD,SampleGen
INV-7eb67c81-78ff-4100-bdec-fefd66ee6a92,ID200184,CID-008,CA-0015,2025-12-26,2026-01-25,2569.32,USD,SampleGen
INV-04f6e2ac-f66e-4f08-ac1d-cac77757925d,ID200185,CID-008,CA-0015,2026-01-01,2026-01-31,6306.78,USD,SampleGen
INV-34dfe520-33ac-4b74-9be5-4e89b754aea0,ID200186,CID-008,CA-0015,2025-12-19,2026-01-18,1418.16,USD,SampleGen
