TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
27,3104,Ski Tuning Bench - Portable,General,Main,Sale,2025-02-13 00:00:00,-9,74.04,-666.36,SO-54426,Customer Sale,135,126,warehouse2,Transaction processed for Main location,system,2025-02-13 00:00:00
28,3033,Women's Performance Ski Boots,General,Backup,Adjustment,2026-01-25 00:00:00,7,87.65,613.55,ADJ-28,Cycle Count,93,100,warehouse2,Transaction processed for Backup location,system,2026-01-25 00:00:00
29,3061,Professional Ski Helmet,General,Main,Sale,2026-02-04 00:00:00,-15,27.9,-418.5,SO-67218,Customer Sale,129,114,system,Transaction processed for Main location,system,2026-02-04 00:00:00
30,2112,4-Slice Toaster,General,Main,Sale,2025-09-06 00:00:00,-11,127.25,-1399.75,SO-60447,Customer Sale,104,93,warehouse2,Transaction processed for Main location,system,2025-09-06 00:00:00
31,3092,All-Mountain Snowboard - 158cm,General,Main,Receipt,2026-02-15 00:00:00,80,176.42,14113.4,PO-7884,Purchase Order Receipt,76,156,system,Transaction processed for Main location,system,2026-02-15 00:00:00
32,3102,Winter Hiking Boots - Waterproof,General,Backup,Sale,2026-02-12 00:00:00,-28,260.4,-7291.2,SO-33575,Customer Sale,86,58,warehouse1,Transaction processed for Backup location,system,2026-02-12 00:00:00
33,3071,Ski Boot Bag - Premium,General,Main,Adjustment,2025-05-29 00:00:00,-19,196.86,-3740.34,ADJ-33,Cycle Count,82,63,warehouse1,Transaction processed for Main location,system,2025-05-29 00:00:00
34,2012,Espresso Machine,General,Backup,Return,2025-07-21 00:00:00,1,196.23,196.23,RET-33093,Customer Return,4270,4271,warehouse2,Transaction processed for Backup location,system,2025-07-21 00:00:00
35,3104,Ski Tuning Bench - Portable,General,Main,Transfer,2025-04-15 00:00:00,-39,74.04,-2887.56,TRF-1183,Warehouse Transfer,175,136,system,Transaction processed for Main location,system,2025-04-15 00:00:00
36,1522,SummitClimber Backpack,General,Backup,Sale,2025-01-15 00:00:00,-26,275.29,-7157.54,SO-21856,Customer Sale,72,46,warehouse2,Transaction processed for Backup location,system,2025-01-15 00:00:00
37,2012,Espresso Machine,General,Backup,Sale,2025-10-22 00:00:00,-27,245.29,-6622.83,SO-87608,Customer Sale,4160,4133,warehouse2,Transaction processed for Backup location,system,2025-10-22 00:00:00
38,3062,Anti-Fog Ski Goggles,General,Backup,Adjustment,2025-10-15 00:00:00,-20,82.02,-1640.4,ADJ-38,System Correction,32,12,system,Transaction processed for Backup location,system,2025-10-15 00:00:00
39,3062,Anti-Fog Ski Goggles,General,Backup,Adjustment,2025-12-25 00:00:00,-1,82.02,-82.02,ADJ-39,Cycle Count,95,94,warehouse1,Transaction processed for Backup location,system,2025-12-25 00:00:00
40,1562,PowerBurner Camping Stove,General,Main,Transfer,2025-02-05 00:00:00,-12,157.91,-1894.92,TRF-9193,Warehouse Transfer,99,87,warehouse1,Transaction processed for Main location,system,2025-02-05 00:00:00
41,3062,Anti-Fog Ski Goggles,General,Backup,Sale,2025-03-08 00:00:00,-9,82.02,-738.18,SO-65512,Customer Sale,5,-4,warehouse2,Transaction processed for Backup location,system,2025-03-08 00:00:00
42,1562,PowerBurner Camping Stove,General,Main,Return,2025-02-22 00:00:00,5,126.33,631.64,RET-74489,Customer Return,0,5,system,Transaction processed for Main location,system,2025-02-22 00:00:00
43,3032,Comfort Fit Recreational Boots,General,Main,Sale,2025-02-26 00:00:00,-14,46.69,-653.66,SO-46171,Customer Sale,224,210,warehouse2,Transaction processed for Main location,system,2025-02-26 00:00:00
44,2101,Measuring Cup Set,General,Backup,Receipt,2025-07-07 00:00:00,42,186.37,7827.66,PO-9967,Purchase Order Receipt,729,771,warehouse2,Transaction processed for Backup location,system,2025-07-07 00:00:00
45,1512,SkyView 2-Person Tent,General,Backup,Sale,2025-07-31 00:00:00,-34,203.36,-6914.24,SO-33887,Customer Sale,79,45,warehouse2,Transaction processed for Backup location,system,2025-07-31 00:00:00
46,3013,Beginner's Choice Alpine Skis - 160cm,General,Main,Adjustment,2025-01-24 00:00:00,-7,251.48,-1760.36,ADJ-46,Physical Count,17,10,warehouse1,Transaction processed for Main location,system,2025-01-24 00:00:00
47,2031,Coffee Mug,General,Backup,Adjustment,2025-06-22 00:00:00,0,80.8,0.0,ADJ-47,System Correction,405,405,system,Transaction processed for Backup location,system,2025-06-22 00:00:00
48,3082,Edge Tuning Tool Set,General,Backup,Sale,2025-11-06 00:00:00,-13,347.07,-4511.91,SO-43936,Customer Sale,1,-12,warehouse1,Transaction processed for Backup location,system,2025-11-06 00:00:00
49,3033,Women's Performance Ski Boots,General,Backup,Transfer,2025-04-23 00:00:00,-27,87.65,-2366.55,TRF-1115,Warehouse Transfer,172,145,warehouse1,Transaction processed for Backup location,system,2025-04-23 00:00:00
50,2051,Ice Cream Bowl,General,Backup,Receipt,2025-01-07 00:00:00,45,58.99,2654.39,PO-8430,Purchase Order Receipt,1331,1376,warehouse2,Transaction processed for Backup location,system,2025-01-07 00:00:00
51,1543,TrekStar Hiking Sandals,General,Backup,Return,2025-12-20 00:00:00,2,44.67,89.34,RET-13923,Customer Return,51,53,warehouse1,Transaction processed for Backup location,system,2025-12-20 00:00:00
52,1542,TrailWalker Hiking Shoes,General,Main,Receipt,2025-08-24 00:00:00,194,128.03,24837.93,PO-2095,Purchase Order Receipt,42,236,warehouse1,Transaction processed for Main location,system,2025-08-24 00:00:00
53,3012,Mountain Master All-Terrain Skis - 165cm,General,Main,Sale,2025-11-20 00:00:00,-45,118.18,-5318.1,SO-12463,Customer Sale,130,85,warehouse1,Transaction processed for Main location,system,2025-11-20 00:00:00
54,3053,Waterproof Ski Pants,General,Regional,Sale,2025-11-18 00:00:00,-37,29.05,-1074.85,SO-68906,Customer Sale,118,81,system,Transaction processed for Regional location,system,2025-11-18 00:00:00
55,3013,Beginner's Choice Alpine Skis - 160cm,General,Backup,Sale,2025-01-21 00:00:00,-30,251.48,-7544.4,SO-75944,Customer Sale,110,80,system,Transaction processed for Backup location,system,2025-01-21 00:00:00
56,3012,Mountain Master All-Terrain Skis - 165cm,General,Main,Sale,2025-06-29 00:00:00,-32,118.18,-3781.76,SO-86114,Customer Sale,72,40,system,Transaction processed for Main location,system,2025-06-29 00:00:00
57,3091,Freestyle Snowboard - 155cm,General,Main,Return,2025-05-15 00:00:00,3,255.05,765.14,RET-39626,Customer Return,7,10,warehouse1,Transaction processed for Main location,system,2025-05-15 00:00:00
58,1572,MountainDream Sleeping Bag,General,Regional,Receipt,2025-03-30 00:00:00,31,325.68,10096.05,PO-2128,Purchase Order Receipt,9,40,warehouse1,Transaction processed for Regional location,system,2025-03-30 00:00:00
59,1533,RainGuard Hiking Jacket,General,Backup,Sale,2025-08-22 00:00:00,-17,285.41,-4851.97,SO-89981,Customer Sale,8,-9,warehouse1,Transaction processed for Backup location,system,2025-08-22 00:00:00
60,3021,Nordic Classic XC Skis - 185cm,General,Main,Adjustment,2025-10-01 00:00:00,9,304.47,2740.23,ADJ-60,Cycle Count,51,60,warehouse1,Transaction processed for Main location,system,2025-10-01 00:00:00
61,3061,Professional Ski Helmet,General,Main,Receipt,2025-05-22 00:00:00,93,27.26,2534.72,PO-9929,Purchase Order Receipt,93,186,warehouse2,Transaction processed for Main location,system,2025-05-22 00:00:00
62,3011,Alpine Pro Racing Skis - 170cm,General,Main,Sale,2025-04-15 00:00:00,-33,156.39,-5160.87,SO-26351,Customer Sale,147,114,warehouse2,Transaction processed for Main location,system,2025-04-15 00:00:00
63,3022,Backcountry Explorer XC Skis - 190cm,General,Main,Sale,2025-07-20 00:00:00,-44,187.52,-8250.88,SO-41495,Customer Sale,17,-27,warehouse1,Transaction processed for Main location,system,2025-07-20 00:00:00
64,1562,PowerBurner Camping Stove,General,Backup,Transfer,2025-07-05 00:00:00,-39,157.91,-6158.49,TRF-4940,Warehouse Transfer,65,26,warehouse2,Transaction processed for Backup location,system,2025-07-05 00:00:00
65,3104,Ski Tuning Bench - Portable,General,Main,Sale,2026-02-05 00:00:00,-42,74.04,-3109.68,SO-61758,Customer Sale,74,32,warehouse1,Transaction processed for Main location,system,2026-02-05 00:00:00
66,3091,Freestyle Snowboard - 155cm,General,Main,Sale,2025-01-27 00:00:00,-50,318.81,-15940.5,SO-76376,Customer Sale,62,12,warehouse2,Transaction processed for Main location,system,2025-01-27 00:00:00
67,1542,TrailWalker Hiking Shoes,General,Main,Sale,2025-01-28 00:00:00,-8,133.25,-1066.0,SO-15389,Customer Sale,54,46,warehouse2,Transaction processed for Main location,system,2025-01-28 00:00:00
68,3081,All-Temp Ski Wax Kit,General,Backup,Sale,2025-07-03 00:00:00,-20,170.03,-3400.6,SO-93172,Customer Sale,96,76,warehouse2,Transaction processed for Backup location,system,2025-07-03 00:00:00
69,1562,PowerBurner Camping Stove,General,Backup,Receipt,2025-03-25 00:00:00,38,153.73,5841.91,PO-2968,Purchase Order Receipt,39,77,warehouse2,Transaction processed for Backup location,system,2025-03-25 00:00:00
70,2081,Food Storage Set,General,Main,Adjustment,2025-12-15 00:00:00,-18,214.68,-3864.24,ADJ-70,Cycle Count,369,351,warehouse2,Transaction processed for Main location,system,2025-12-15 00:00:00
71,3012,Mountain Master All-Terrain Skis - 165cm,General,Main,Sale,2025-01-31 00:00:00,-25,118.18,-2954.5,SO-91996,Customer Sale,150,125,warehouse2,Transaction processed for Main location,system,2025-01-31 00:00:00
72,1531,Summit Breeze Jacket,General,Backup,Return,2025-10-10 00:00:00,3,201.78,605.33,RET-45080,Customer Return,34,37,warehouse1,Transaction processed for Backup location,system,2025-10-10 00:00:00
73,1572,MountainDream Sleeping Bag,General,Regional,Adjustment,2025-04-06 00:00:00,-9,335.53,-3019.77,ADJ-73,Physical Count,34,25,warehouse1,Transaction processed for Regional location,system,2025-04-06 00:00:00
74,3072,Hand Warmers - 10 Pack,General,Main,Sale,2026-02-28 00:00:00,-18,142.08,-2557.44,SO-11845,Customer Sale,8,-10,warehouse1,Transaction processed for Main location,system,2026-02-28 00:00:00
75,3052,Thermal Base Layer Set - Women's,General,Main,Sale,2025-01-18 00:00:00,-41,46.87,-1921.67,SO-61346,Customer Sale,103,62,warehouse1,Transaction processed for Main location,system,2025-01-18 00:00:00
76,2031,Coffee Mug,General,Backup,Sale,2025-03-11 00:00:00,-8,80.8,-646.4,SO-15945,Customer Sale,468,460,system,Transaction processed for Backup location,system,2025-03-11 00:00:00
77,1543,TrekStar Hiking Sandals,General,Main,Sale,2025-01-02 00:00:00,-27,55.84,-1507.68,SO-90033,Customer Sale,85,58,system,Transaction processed for Main location,system,2025-01-02 00:00:00
78,1522,SummitClimber Backpack,General,Backup,Adjustment,2025-03-08 00:00:00,-10,275.29,-2752.9,ADJ-78,Physical Count,16,6,warehouse2,Transaction processed for Backup location,system,2025-03-08 00:00:00
79,1551,BaseCamp Folding Table,General,Main,Transfer,2025-07-18 00:00:00,-21,162.67,-3416.07,TRF-8310,Warehouse Transfer,84,63,warehouse2,Transaction processed for Main location,system,2025-07-18 00:00:00
80,2071,Baking Pan,General,Main,Transfer,2025-10-15 00:00:00,-23,147.18,-3385.14,TRF-5204,Warehouse Transfer,1711,1688,warehouse2,Transaction processed for Main location,system,2025-10-15 00:00:00
81,3062,Anti-Fog Ski Goggles,General,Backup,Adjustment,2025-10-06 00:00:00,-1,82.02,-82.02,ADJ-81,System Correction,66,65,system,Transaction processed for Backup location,system,2025-10-06 00:00:00
82,3042,Aluminum All-Mountain Poles - 115cm,General,Main,Receipt,2025-05-11 00:00:00,101,62.84,6347.01,PO-7528,Purchase Order Receipt,55,156,system,Transaction processed for Main location,system,2025-05-11 00:00:00
83,3072,Hand Warmers - 10 Pack,General,Backup,Transfer,2025-06-21 00:00:00,-48,142.08,-6819.84,TRF-4473,Warehouse Transfer,2,-46,system,Transaction processed for Backup location,system,2025-06-21 00:00:00
84,2011,Coffee Maker,General,Backup,Return,2025-07-19 00:00:00,2,60.13,120.26,RET-66693,Customer Return,1408,1410,warehouse2,Transaction processed for Backup location,system,2025-07-19 00:00:00
85,3013,Beginner's Choice Alpine Skis - 160cm,General,Backup,Receipt,2025-09-25 00:00:00,17,246.58,4191.83,PO-2696,Purchase Order Receipt,35,52,warehouse1,Transaction processed for Backup location,system,2025-09-25 00:00:00
86,2112,4-Slice Toaster,General,Main,Sale,2025-11-01 00:00:00,-10,127.25,-1272.5,SO-78843,Customer Sale,127,117,warehouse2,Transaction processed for Main location,system,2025-11-01 00:00:00
87,3053,Waterproof Ski Pants,General,Backup,Receipt,2025-04-20 00:00:00,162,28.36,4593.67,PO-8433,Purchase Order Receipt,73,235,warehouse1,Transaction processed for Backup location,system,2025-04-20 00:00:00
88,3072,Hand Warmers - 10 Pack,General,Backup,Sale,2025-10-22 00:00:00,-42,142.08,-5967.36,SO-97771,Customer Sale,14,-28,warehouse1,Transaction processed for Backup location,system,2025-10-22 00:00:00
89,1532,TrailBlaze Hiking Pants,General,Main,Sale,2025-12-27 00:00:00,-29,111.03,-3219.87,SO-38645,Customer Sale,74,45,warehouse1,Transaction processed for Main location,system,2025-12-27 00:00:00
90,3032,Comfort Fit Recreational Boots,General,Main,Receipt,2025-08-15 00:00:00,51,46.2,2356.09,PO-8801,Purchase Order Receipt,241,292,warehouse1,Transaction processed for Main location,system,2025-08-15 00:00:00
91,3032,Comfort Fit Recreational Boots,General,Backup,Sale,2026-02-27 00:00:00,-38,46.69,-1774.22,SO-15090,Customer Sale,88,50,system,Transaction processed for Backup location,system,2026-02-27 00:00:00
92,1522,SummitClimber Backpack,General,Backup,Sale,2025-02-08 00:00:00,-22,275.29,-6056.38,SO-23756,Customer Sale,10,-12,warehouse1,Transaction processed for Backup location,system,2025-02-08 00:00:00
93,3102,Winter Hiking Boots - Waterproof,General,Backup,Sale,2025-09-07 00:00:00,-21,260.4,-5468.4,SO-29495,Customer Sale,82,61,system,Transaction processed for Backup location,system,2025-09-07 00:00:00
94,3031,Pro Flex Racing Ski Boots,General,Regional,Transfer,2025-02-08 00:00:00,-13,295.37,-3839.81,TRF-3022,Warehouse Transfer,9,-4,warehouse1,Transaction processed for Regional location,system,2025-02-08 00:00:00
95,3031,Pro Flex Racing Ski Boots,General,Regional,Receipt,2025-11-08 00:00:00,143,300.35,42950.38,PO-2300,Purchase Order Receipt,97,240,system,Transaction processed for Regional location,system,2025-11-08 00:00:00
96,3033,Women's Performance Ski Boots,General,Backup,Damage,2025-11-09 00:00:00,-10,87.65,-876.5,DMG-96,Quality Issue,18,8,warehouse2,Transaction processed for Backup location,system,2025-11-09 00:00:00
97,2111,High-Speed Blender,General,Backup,Receipt,2025-07-04 00:00:00,138,274.2,37839.26,PO-6964,Purchase Order Receipt,340,478,system,Transaction processed for Backup location,system,2025-07-04 00:00:00
98,2031,Coffee Mug,General,Backup,Sale,2025-09-25 00:00:00,-16,80.8,-1292.8,SO-93001,Customer Sale,467,451,warehouse1,Transaction processed for Backup location,system,2025-09-25 00:00:00
99,1543,TrekStar Hiking Sandals,General,Backup,Receipt,2025-12-13 00:00:00,136,58.42,7944.58,PO-4917,Purchase Order Receipt,74,210,system,Transaction processed for Backup location,system,2025-12-13 00:00:00
100,2111,High-Speed Blender,General,Main,Transfer,2025-01-25 00:00:00,-8,272.16,-2177.28,TRF-4010,Warehouse Transfer,1228,1220,warehouse1,Transaction processed for Main location,system,2025-01-25 00:00:00
101,3012,Mountain Master All-Terrain Skis - 165cm,General,Main,Sale,2025-12-04 00:00:00,-12,118.18,-1418.16,SO-56332,Customer Sale,8,-4,warehouse2,Transaction processed for Main location,system,2025-12-04 00:00:00
102,1542,TrailWalker Hiking Shoes,General,Main,Sale,2025-01-07 00:00:00,-21,133.25,-2798.25,SO-40349,Customer Sale,105,84,system,Transaction processed for Main location,system,2025-01-07 00:00:00
103,2031,Coffee Mug,General,Backup,Receipt,2025-03-22 00:00:00,42,76.96,3232.43,PO-9693,Purchase Order Receipt,363,405,system,Transaction processed for Backup location,system,2025-03-22 00:00:00
104,3103,Snowboard Bindings - Pro,General,Regional,Sale,2026-02-18 00:00:00,-30,203.37,-6101.1,SO-24689,Customer Sale,35,5,warehouse1,Transaction processed for Regional location,system,2026-02-18 00:00:00
105,1542,TrailWalker Hiking Shoes,General,Main,Sale,2025-04-26 00:00:00,-4,133.25,-533.0,SO-64029,Customer Sale,17,13,warehouse1,Transaction processed for Main location,system,2025-04-26 00:00:00
106,1543,TrekStar Hiking Sandals,General,Backup,Sale,2025-10-13 00:00:00,-31,55.84,-1731.04,SO-22070,Customer Sale,42,11,warehouse1,Transaction processed for Backup location,system,2025-10-13 00:00:00
107,3082,Edge Tuning Tool Set,General,Backup,Receipt,2025-09-26 00:00:00,130,333.51,43356.42,PO-2702,Purchase Order Receipt,109,239,warehouse1,Transaction processed for Backup location,system,2025-09-26 00:00:00
108,3104,Ski Tuning Bench - Portable,General,Main,Sale,2025-01-12 00:00:00,-38,74.04,-2813.52,SO-26117,Customer Sale,182,144,warehouse2,Transaction processed for Main location,system,2025-01-12 00:00:00
109,3062,Anti-Fog Ski Goggles,General,Backup,Sale,2025-02-10 00:00:00,-7,82.02,-574.14,SO-11618,Customer Sale,27,20,system,Transaction processed for Backup location,system,2025-02-10 00:00:00
110,3031,Pro Flex Racing Ski Boots,General,Regional,Sale,2026-02-18 00:00:00,-50,295.37,-14768.5,SO-16747,Customer Sale,2,-48,warehouse2,Transaction processed for Regional location,system,2026-02-18 00:00:00
111,3022,Backcountry Explorer XC Skis - 190cm,General,Main,Adjustment,2025-03-11 00:00:00,14,187.52,2625.28,ADJ-111,Physical Count,16,30,system,Transaction processed for Main location,system,2025-03-11 00:00:00
112,1552,TrekMaster Camping Chair,General,Main,Sale,2025-01-16 00:00:00,-25,100.37,-2509.25,SO-45649,Customer Sale,17,-8,warehouse1,Transaction processed for Main location,system,2025-01-16 00:00:00
113,3013,Beginner's Choice Alpine Skis - 160cm,General,Backup,Sale,2025-05-02 00:00:00,-1,251.48,-251.48,SO-31694,Customer Sale,78,77,warehouse2,Transaction processed for Backup location,system,2025-05-02 00:00:00
114,1543,TrekStar Hiking Sandals,General,Backup,Adjustment,2025-07-05 00:00:00,17,55.84,949.28,ADJ-114,Physical Count,24,41,warehouse1,Transaction processed for Backup location,system,2025-07-05 00:00:00
115,1531,Summit Breeze Jacket,General,Backup,Receipt,2025-05-28 00:00:00,15,264.06,3960.92,PO-6756,Purchase Order Receipt,124,139,warehouse1,Transaction processed for Backup location,system,2025-05-28 00:00:00
116,1522,SummitClimber Backpack,General,Main,Receipt,2025-03-15 00:00:00,94,283.3,26630.2,PO-6838,Purchase Order Receipt,76,170,warehouse1,Transaction processed for Main location,system,2025-03-15 00:00:00
117,1563,CompactCook Camping Stove,General,Backup,Adjustment,2025-04-23 00:00:00,6,298.36,1790.16,ADJ-117,System Correction,49,55,system,Transaction processed for Backup location,system,2025-04-23 00:00:00
118,3033,Women's Performance Ski Boots,General,Backup,Adjustment,2025-01-19 00:00:00,16,87.65,1402.4,ADJ-118,Cycle Count,106,122,system,Transaction processed for Backup location,system,2025-01-19 00:00:00
119,2011,Coffee Maker,General,Backup,Receipt,2025-03-15 00:00:00,64,78.72,5038.12,PO-7764,Purchase Order Receipt,1460,1524,system,Transaction processed for Backup location,system,2025-03-15 00:00:00
120,2111,High-Speed Blender,General,Backup,Sale,2025-02-20 00:00:00,-36,272.16,-9797.76,SO-46757,Customer Sale,334,298,warehouse2,Transaction processed for Backup location,system,2025-02-20 00:00:00
121,3033,Women's Performance Ski Boots,General,Backup,Transfer,2025-01-24 00:00:00,-17,87.65,-1490.05,TRF-4308,Warehouse Transfer,114,97,warehouse1,Transaction processed for Backup location,system,2025-01-24 00:00:00
122,3011,Alpine Pro Racing Skis - 170cm,General,Main,Transfer,2025-12-09 00:00:00,-18,156.39,-2815.02,TRF-9936,Warehouse Transfer,121,103,system,Transaction processed for Main location,system,2025-12-09 00:00:00
123,2111,High-Speed Blender,General,Main,Sale,2026-02-06 00:00:00,-10,272.16,-2721.6,SO-73435,Customer Sale,1396,1386,system,Transaction processed for Main location,system,2026-02-06 00:00:00
124,2011,Coffee Maker,General,Backup,Receipt,2025-05-12 00:00:00,189,71.67,13546.25,PO-6697,Purchase Order Receipt,1297,1486,system,Transaction processed for Backup location,system,2025-05-12 00:00:00
125,1511,Alpine Explorer Tent,General,Main,Transfer,2025-05-12 00:00:00,-17,244.29,-4152.93,TRF-6909,Warehouse Transfer,92,75,warehouse1,Transaction processed for Main location,system,2025-05-12 00:00:00
126,1563,CompactCook Camping Stove,General,Backup,Sale,2025-09-27 00:00:00,-34,298.36,-10144.24,SO-56487,Customer Sale,32,-2,warehouse1,Transaction processed for Backup location,system,2025-09-27 00:00:00
127,2111,High-Speed Blender,General,Main,Receipt,2025-07-26 00:00:00,41,282.61,11586.94,PO-7342,Purchase Order Receipt,1209,1250,system,Transaction processed for Main location,system,2025-07-26 00:00:00
128,3042,Aluminum All-Mountain Poles - 115cm,General,Main,Sale,2025-08-01 00:00:00,-5,61.72,-308.6,SO-95284,Customer Sale,105,100,warehouse1,Transaction processed for Main location,system,2025-08-01 00:00:00
129,3104,Ski Tuning Bench - Portable,General,Main,Return,2025-03-23 00:00:00,1,59.23,59.23,RET-27557,Customer Return,261,262,warehouse1,Transaction processed for Main location,system,2025-03-23 00:00:00
130,3082,Edge Tuning Tool Set,General,Backup,Adjustment,2025-01-15 00:00:00,-2,347.07,-694.14,ADJ-130,Physical Count,11,9,warehouse1,Transaction processed for Backup location,system,2025-01-15 00:00:00
131,3032,Comfort Fit Recreational Boots,General,Main,Sale,2025-09-24 00:00:00,-17,46.69,-793.73,SO-30199,Customer Sale,231,214,warehouse2,Transaction processed for Main location,system,2025-09-24 00:00:00
132,1511,Alpine Explorer Tent,General,Main,Return,2025-11-18 00:00:00,1,195.43,195.43,RET-39422,Customer Return,21,22,warehouse2,Transaction processed for Main location,system,2025-11-18 00:00:00
